ID|PARENT_ID|S_NAME|IS_ACTIVE|without_cot|allowed_site
"10065"|"2000"|"Травматологические (ортопедические)"|"true"|"false"|"false"
"10064"|"2000"|"Инфекционные"|"true"|"false"|"false"
"10063"|"2000"|"Аллергологические"|"true"|"false"|"false"
"10062"|"2000"|"Эндокринологические"|"true"|"false"|"false"
"10061"|"2000"|"Гастроэнтерологические"|"true"|"false"|"false"
"10060"|"2000"|"Кардиологические"|"true"|"false"|"false"
"10059"|"2000"|"Ревматологические"|"true"|"false"|"false"
"10058"|"2000"|"Пульмонологические"|"true"|"false"|"false"
"10057"|"2000"|"Подростковые"|"true"|"false"|"false"
"10055"|"1000"|"Фтизиатрические"|"true"|"false"|"false"
"10054"|"1000"|"Для недоношенных в акушерском стационаре"|"true"|"false"|"false"
"10053"|"1000"|"Общие"|"true"|"false"|"false"
"10052"|"1000"|"Прочие койки"|"true"|"false"|"false"
"10051"|"1000"|"Восстановительного лечения"|"true"|"false"|"false"
"10050"|"1000"|"По уходу"|"true"|"false"|"false"
"10049"|"1000"|"Койки для новорожденных в родильных домах и родильных отделениях"|"true"|"false"|"false"
"10048"|"1000"|"Приемное отделение (без коечного фонда)"|"true"|"true"|"false"
"10047"|"1000"|"Реанимационные для новорожденных и недоношенных"|"true"|"false"|"false"
"10046"|"1000"|"Реанимационно-анестезиологические"|"true"|"true"|"false"
"10045"|"1000"|"Приемное отделение с коечным фондом"|"true"|"false"|"false"
"10044"|"1000"|"Реабилитационные"|"true"|"true"|"false"
"10043"|"1000"|"Гнойные хирургические"|"true"|"false"|"false"
"10042"|"1000"|"Ревматологические"|"true"|"false"|"false"
"10041"|"1000"|"Педиатрические для патологии недоношенных и новорожденных детей"|"true"|"false"|"false"
"10040"|"1000"|"Педиатрические (соматические)"|"true"|"false"|"false"
"10039"|"1000"|"Радиологические и рентгенологические"|"true"|"false"|"false"
"10038"|"1000"|"Венерологические"|"true"|"false"|"false"
"10037"|"1000"|"Дерматовенерологические"|"true"|"false"|"false"
"10036"|"1000"|"Восстановительной хирургии гортани"|"true"|"false"|"false"
"10035"|"1000"|"Отоларингологические"|"true"|"false"|"false"
"10034"|"1000"|"Офтальмологические"|"true"|"false"|"false"
"10033"|"1000"|"Наркологические"|"true"|"false"|"false"
"10032"|"1000"|"Для принудительного лечения больных алкоголизмом"|"true"|"false"|"false"
"10031"|"1000"|"Психиатрические"|"true"|"false"|"false"
"10030"|"1000"|"Психоневрологические"|"true"|"false"|"false"
"10029"|"1000"|"Неврологические"|"true"|"false"|"false"
"10028"|"1000"|"Пульмонологические с палатой интенсивной терапии"|"true"|"false"|"false"
"10027"|"1000"|"Пульмонологические"|"true"|"false"|"false"
"10026"|"1000"|"Туберкулезные для больных с костно-суставным туберкулезом"|"true"|"false"|"false"
"10025"|"1000"|"Туберкулезные"|"true"|"false"|"false"
"10024"|"1000"|"Для производства абортов"|"true"|"false"|"false"
"10023"|"1000"|"Гинекологические (кроме коек для производства абортов)"|"true"|"false"|"false"
"10022"|"1000"|"Патологии беременности"|"true"|"false"|"false"
"10021"|"1000"|"Для беременных и рожениц (кроме патологи беременности)"|"true"|"false"|"false"
"10020"|"1000"|"Химиотерапевтические"|"true"|"false"|"false"
"10019"|"1000"|"Онкологические"|"true"|"false"|"false"
"10018"|"1000"|"Стоматологические"|"true"|"false"|"false"
"10017"|"1000"|"Ортопедические"|"true"|"false"|"false"
"10016"|"1000"|"Травматологические"|"true"|"false"|"false"
"10015"|"1000"|"Торакальной хирургии"|"true"|"false"|"false"
"10014"|"1000"|"Нейрохирургические"|"true"|"false"|"false"
"10013"|"1000"|"Хирургические"|"true"|"false"|"false"
"10012"|"1000"|"Нефрологические"|"true"|"false"|"false"
"10011"|"1000"|"Гематологические"|"true"|"false"|"false"
"10010"|"1000"|"Инфекционные боксированные"|"true"|"false"|"false"
"10009"|"1000"|"Инфекционные"|"true"|"false"|"false"
"10008"|"1000"|"Эндокринологические"|"true"|"false"|"false"
"10007"|"1000"|"Аллергологические"|"true"|"false"|"false"
"10006"|"1000"|"Гастроэнтерологические"|"true"|"false"|"false"
"10005"|"1000"|"Кардиологические с палатой интенсивной терапии"|"true"|"false"|"false"
"10004"|"1000"|"Кардиоревматологические"|"true"|"false"|"false"
"10003"|"1000"|"Кардиологические"|"true"|"false"|"false"
"10002"|"1000"|"Терапевтические"|"true"|"false"|"false"
"4000"||"Прочие"|"true"|"true"|"false"
"3000"||"Вспомогательные отделения (кабинеты)"|"true"|"true"|"false"
"2000"||"Поликлинические отделения (кабинеты)"|"true"|"true"|"false"
"1000"||"Отделения стационара"|"true"|"false"|"false"
"713"|"10508"|"Центр управления запасами крови"|"false"|"false"|"false"
"712"|"10508"|"Центр антирабической помощи"|"false"|"false"|"false"
"711"|"10508"|"Стационар дневного пребывания"|"false"|"false"|"false"
"710"|"10508"|"Рентгено-радиологическое отделение"|"false"|"false"|"false"
"709"|"10508"|"Психотуберкулезное отделение"|"false"|"false"|"false"
"708"|"10508"|"Психогериатрическое отделение"|"false"|"false"|"false"
"707"|"10508"|"Отделение фракционирования белков клеток крови"|"false"|"false"|"false"
"706"|"10508"|"Отделение традиционных методов лечения"|"false"|"false"|"false"
"705"|"10508"|"Отделение стационара на дому"|"false"|"false"|"false"
"704"|"10508"|"Отделение производства препаратов"|"false"|"false"|"false"
"703"|"10508"|"Отделение плазмацитафереза с заготовкой крови в стационарных условиях"|"false"|"false"|"false"
"702"|"10508"|"Отделение организации медицинской помощи детям в дошкольных образовательных учреждениях"|"false"|"false"|"false"
"701"|"10508"|"Отделение неотложной наркологической помощи"|"false"|"false"|"false"
"700"|"10508"|"Отделение неотложной кардиологии"|"false"|"false"|"false"
"699"|"10508"|"Отделение компонентов крови и криоконсервирования клеток крови"|"false"|"false"|"false"
"698"|"10508"|"Отделение заготовки крови в выездных условиях"|"false"|"false"|"false"
"697"|"10508"|"Отделение дистиляции воды и приготовления стерильных растворов"|"false"|"false"|"false"
"696"|"10508"|"Отдел этикетировки и упаковки"|"false"|"false"|"false"
"695"|"10508"|"Отдел хозяйственно-обслуживающего персонала"|"false"|"false"|"false"
"694"|"10508"|"Отдел стерилизующей фильтрации и розлива"|"false"|"false"|"false"
"693"|"10508"|"Отдел профилактики и эпидемиологии"|"false"|"false"|"false"
"692"|"10508"|"Отдел планирования координации и внедрения научных исследований отдел разработки комплексных приоритетных научных исследований"|"false"|"false"|"false"
"691"|"10508"|"Отдел переработки крови"|"false"|"false"|"false"
"690"|"10508"|"Отдел обеспечения качества"|"false"|"false"|"false"
"689"|"10508"|"Отдел мониторинга, межведомственных и внешних связей"|"false"|"false"|"false"
"688"|"10508"|"Отдел клинико-экспертной и организационно-экономической работы"|"false"|"false"|"false"
"687"|"10508"|"Научно-организационный отдел"|"false"|"false"|"false"
"686"|"10508"|"Мужское психиатрическое отделение"|"false"|"false"|"false"
"685"|"10508"|"Микрохирургическое отделение глаза взрослое"|"false"|"false"|"false"
"684"|"10508"|"Межрайонный глаукомный кабинет"|"false"|"false"|"false"
"683"|"10508"|"Медицинский архив"|"false"|"false"|"false"
"682"|"10508"|"Медико-социальное отделение"|"false"|"false"|"false"
"681"|"10508"|"Литейная"|"false"|"false"|"false"
"680"|"10508"|"Лечебно-хирургическое отделение"|"false"|"false"|"false"
"679"|"10508"|"Консультативно-оздоровительное отделение"|"false"|"false"|"false"
"678"|"10508"|"Консультативно-методический отдел"|"false"|"false"|"false"
"677"|"10508"|"Кафедра кожных болезней"|"false"|"false"|"false"
"676"|"10508"|"Кабинет для оказания медицинской помощи подросткам"|"false"|"false"|"false"
"675"|"10508"|"Кабинет центральной врачебной комиссии"|"false"|"false"|"false"
"674"|"10508"|"Кабинет по лечению заболевания пародонта и слизистой оболочки полости рта"|"false"|"false"|"false"
"673"|"10508"|"Кабинет неотложной медицинской помощи"|"false"|"false"|"false"
"672"|"10508"|"Кабинет мониторинга туберкулеза"|"false"|"false"|"false"
"671"|"10508"|"Кабинет информатики, вычислительной и множительной техники"|"false"|"false"|"false"
"670"|"10508"|"Кабинет дуоденального зондирования"|"false"|"false"|"false"
"669"|"10508"|"Кабинет диспансеризации"|"false"|"false"|"false"
"668"|"10508"|"Кабинет врача-стоматолога-хирурга"|"false"|"false"|"false"
"667"|"10508"|"Женское психиатрическое отделение"|"false"|"false"|"false"
"666"|"10508"|"Диспетчерский центр"|"false"|"false"|"false"
"665"|"10508"|"Диагностическая лаборатория инфекционных заболеваний"|"false"|"false"|"false"
"664"|"10508"|"Детское отдеоление стационара"|"false"|"false"|"false"
"663"|"10508"|"Дезкамера"|"false"|"false"|"false"
"661"|"10508"|"ВУЗ"|"false"|"false"|"false"
"660"|"10508"|"Клиника"|"false"|"false"|"false"
"659"|"10508"|"Фельдшерский пункт"|"false"|"false"|"false"
"658"|"10508"|"Учебно-тренировочный отдел"|"false"|"false"|"false"
"657"|"10508"|"Туберкулезный кабинет"|"false"|"false"|"false"
"656"|"10508"|"Стационарное отделение для лечения больных хроническим алкоголизмом"|"false"|"false"|"false"
"655"|"10508"|"Стационарное отделение для лечения больных с алкогольными психозами"|"false"|"false"|"false"
"654"|"10508"|"Санаторий-профилакторий"|"false"|"false"|"false"
"653"|"10508"|"Палата реанимации и интенсивной терапии кардиологического отделения для больных с инфарктом миокарда"|"false"|"false"|"false"
"652"|"10508"|"Отделение экстренной медицинской помощи в ЧС"|"false"|"false"|"false"
"651"|"10508"|"Отделение терапевтической стоматологии"|"false"|"false"|"false"
"650"|"10508"|"Отделение социальной и медицинской реабилитации"|"false"|"false"|"false"
"649"|"10508"|"Отделение ортопедической стоматологии"|"false"|"false"|"false"
"648"|"10508"|"Отделение наркологических экспертиз"|"false"|"false"|"false"
"647"|"10508"|"Отделение колопроктологии"|"false"|"false"|"false"
"646"|"10508"|"Отделение клинической лабораторной диагностики"|"false"|"false"|"false"
"645"|"10508"|"Отделение для лечения наркомании и токсикомании"|"false"|"false"|"false"
"644"|"10508"|"Отделение для лечения хронического алкоголизма"|"false"|"false"|"false"
"643"|"10508"|"Отделение длительной социально-трудовой реабилитации"|"false"|"false"|"false"
"642"|"10508"|"Отделение детской стоматологии"|"false"|"false"|"false"
"641"|"10508"|"Отдел приготовления растворов"|"false"|"false"|"false"
"640"|"10508"|"Отдел препаратов крови"|"false"|"false"|"false"
"639"|"10508"|"Отдел контроля качества"|"false"|"false"|"false"
"638"|"10508"|"Отдел карантинизации компонентов крови и экспедиция"|"false"|"false"|"false"
"637"|"10508"|"Ортодонтическое отделение"|"false"|"false"|"false"
"636"|"10508"|"Операционное отделение"|"false"|"false"|"false"
"635"|"10508"|"Общеполиклинический медицинский персонал"|"false"|"false"|"false"
"634"|"10508"|"Общебольничный медицинский персонал"|"false"|"false"|"false"
"633"|"10508"|"Неврологическое отделение для больных с нарушением мозгового кровообращения"|"false"|"false"|"false"
"632"|"10508"|"Мужское отделение"|"false"|"false"|"false"
"631"|"10508"|"Медицинский пункт"|"false"|"false"|"false"
"630"|"10508"|"Медицинская санитарная часть"|"false"|"false"|"false"
"629"|"10508"|"Лаборатория медицинской психологии"|"false"|"false"|"false"
"628"|"10508"|"Кафедра госпитальной педиатрии"|"false"|"false"|"false"
"627"|"10508"|"Кабинет школьного фельдшера"|"false"|"false"|"false"
"626"|"10508"|"Инфекционное отделение для взрослых и детей"|"false"|"false"|"false"
"625"|"10508"|"Женское отделение"|"false"|"false"|"false"
"624"|"10508"|"Детско-подростковое отделение"|"false"|"false"|"false"
"623"|"10508"|"Вирусное отделение"|"false"|"false"|"false"
"622"|"10508"|"Инфекционное отделение"|"false"|"false"|"false"
"621"|"10508"|"Школа больных сахарным диабетом"|"false"|"false"|"false"
"620"|"10508"|"Центр позитронно-эмисионной томографии"|"false"|"false"|"false"
"619"|"10508"|"Центр медицины катастроф"|"false"|"false"|"false"
"618"|"10508"|"Центр амбулаторной хирургии"|"false"|"false"|"false"
"617"|"10508"|"Фармацевтический отдел"|"false"|"false"|"false"
"616"|"10508"|"Сурдологопедическое отделение"|"false"|"false"|"false"
"615"|"10508"|"Судебно-химическое отделение"|"false"|"false"|"false"
"614"|"10508"|"Судебно-гистологическое отделение"|"false"|"false"|"false"
"613"|"10508"|"Стоматологической ортопедии отделение"|"false"|"false"|"false"
"612"|"10508"|"Станция скорой помощи"|"false"|"false"|"false"
"611"|"10508"|"Сердечно-сосудистое отделение"|"false"|"false"|"false"
"610"|"10508"|"Санитарно-эпидемиологическая станция"|"false"|"false"|"false"
"609"|"10508"|"Рентгено-флюорографическое отделение"|"false"|"false"|"false"
"608"|"10508"|"Рентгено-диагностическое отделение"|"false"|"false"|"false"
"607"|"10508"|"Районное отделение"|"false"|"false"|"false"
"606"|"10508"|"Пункт по хранению и выдаче наркотических средств"|"false"|"false"|"false"
"605"|"10508"|"Психоневрологический диспансер"|"false"|"false"|"false"
"604"|"10508"|"Поликлиника профилактических осмотров"|"false"|"false"|"false"
"603"|"10508"|"Поликлиника для обслуживания детского населения"|"false"|"false"|"false"
"602"|"10508"|"Поликлиника для обслуживания взрослого населения"|"false"|"false"|"false"
"601"|"10508"|"Паразитологическая лаборатория"|"false"|"false"|"false"
"600"|"10508"|"Отделение судебно-медицинской экспертизы трупов"|"false"|"false"|"false"
"599"|"10508"|"Отделение судебно-медицинского исследования вещественных доказательств"|"false"|"false"|"false"
"598"|"10508"|"Отделение социальной гигиены мониторинга"|"false"|"false"|"false"
"597"|"10508"|"Отделение рентгено-компьютерной томографии"|"false"|"false"|"false"
"596"|"10508"|"Отделение рентгенодиагностики"|"false"|"false"|"false"
"595"|"10508"|"Отделение раннего возраста"|"false"|"false"|"false"
"594"|"10508"|"Отделение по контролю за ЛПУ"|"false"|"false"|"false"
"593"|"10508"|"Отделение лучевой диагностики и рентгенохирургии"|"false"|"false"|"false"
"592"|"10508"|"Отделение диализа"|"false"|"false"|"false"
"591"|"10508"|"Отделение гигиены труда"|"false"|"false"|"false"
"590"|"10508"|"Отделение гемостазиопатии"|"false"|"false"|"false"
"589"|"10508"|"Отдел сложных и комисионных экспертиз"|"false"|"false"|"false"
"588"|"10508"|"Отдел сертификации"|"false"|"false"|"false"
"587"|"10508"|"Отдел по экспертизе временной нетрудоспособности"|"false"|"false"|"false"
"586"|"10508"|"Отдел по формированию здорового образа жизни"|"false"|"false"|"false"
"585"|"10508"|"Отдел освидетельствования потерпевших, обвиняемых и других лиц"|"false"|"false"|"false"
"584"|"10508"|"Отдел медико-фармацевтической информации"|"false"|"false"|"false"
"583"|"10508"|"Отдел медико-социальной реабилитации детей и подростков"|"false"|"false"|"false"
"582"|"10508"|"Отдел гигиенического воспитания детей и подростков"|"false"|"false"|"false"
"581"|"10508"|"Организационно-методическое отделение"|"false"|"false"|"false"
"580"|"10508"|"Общестационарный медицинский персонал"|"false"|"false"|"false"
"579"|"10508"|"Общеполиклинический штат"|"false"|"false"|"false"
"578"|"10508"|"Общеполиклинический медицинский персонал"|"false"|"false"|"false"
"577"|"10508"|"Нейротравматологическое отделение"|"false"|"false"|"false"
"576"|"10508"|"Нарко-токсикологическое отделение"|"false"|"false"|"false"
"575"|"10508"|"Межрайонное отделение"|"false"|"false"|"false"
"574"|"10508"|"Медико-криминалистическое отделение"|"false"|"false"|"false"
"573"|"10508"|"Круглосуточный стационар"|"false"|"false"|"false"
"572"|"10508"|"Контрольно-аналитический отдел"|"false"|"false"|"false"
"571"|"10508"|"Клиническая лаборатория"|"false"|"false"|"false"
"570"|"2000"|"Кабинет рефлексотерапии"|"true"|"false"|"false"
"569"|"10508"|"Кабинет по экспертизе временной нетрудоспособности"|"false"|"false"|"false"
"568"|"10508"|"Кабинет по профилактике и борьбе со СПИДом"|"false"|"false"|"false"
"567"|"10508"|"Кабинет по выписке льготных рецептов"|"false"|"false"|"false"
"566"|"2000"|"Кабинет охраны зрения"|"true"|"false"|"false"
"565"|"2000"|"Кабинет медицинского психолога"|"true"|"false"|"false"
"564"|"10508"|"Кабинет консультативного приема, диагностики и лечения врожденных пороков челюстно-лицевой области у детей"|"false"|"false"|"false"
"563"|"10508"|"Кабинет клинико-эксперной работы"|"false"|"false"|"false"
"562"|"10508"|"Кабинет для медицинского обслуживания обучающихся образовательных учреждений"|"false"|"false"|"false"
"561"|"10508"|"Кабинет диспансеризации ликвидаторов"|"false"|"false"|"false"
"560"|"10508"|"Кабинет детского эндокринолога"|"false"|"false"|"false"
"559"|"10508"|"Кабинет врача невролога"|"false"|"false"|"false"
"558"|"10508"|"Дневной стационар поликлиники"|"false"|"false"|"false"
"557"|"10508"|"Дежурное отделение"|"false"|"false"|"false"
"556"|"10508"|"Выездная бригада скорой медицинской помощи"|"false"|"false"|"false"
"555"|"10508"|"Вспомогательные лечебно-диагностические подразделения"|"false"|"false"|"false"
"554"|"10508"|"Аптечный пункт"|"false"|"false"|"false"
"553"|"10508"|"Цеховый участок"|"false"|"false"|"false"
"552"|"10508"|"Централизованная стерилизационная лаборатория"|"false"|"false"|"false"
"551"|"10508"|"Централизованная биохимическая лаборатория"|"false"|"false"|"false"
"550"|"10508"|"Центр охраны здоровья детей детской поликлиники"|"false"|"false"|"false"
"549"|"10508"|"Центр организации трансфузиологической помощи"|"false"|"false"|"false"
"548"|"10508"|"Хирургическое эндокринное отделение"|"false"|"false"|"false"
"547"|"10508"|"Хирургическое отделение"|"false"|"false"|"false"
"546"|"10508"|"Фониатрический кабинет"|"false"|"false"|"false"
"545"|"10508"|"Учебно-методический отдел"|"false"|"false"|"false"
"544"|"10508"|"Урологическое отделение"|"false"|"false"|"false"
"543"|"10508"|"Туберкулезный диспансер"|"false"|"false"|"false"
"542"|"10508"|"Туберкулезное легочно-хирургическое отделение"|"false"|"false"|"false"
"541"|"10508"|"Травматолого-ортопедическое отделение"|"false"|"false"|"false"
"540"|"10508"|"Токсикологическое отделение"|"false"|"false"|"false"
"539"|"10508"|"Сывороточная лаборатория"|"false"|"false"|"false"
"538"|"10508"|"Родильное отделение"|"false"|"false"|"false"
"537"|"10508"|"Психологический кабинет"|"false"|"false"|"false"
"536"|"10508"|"Психиатрическое отделение для принудительного лечения"|"false"|"false"|"false"
"535"|"10508"|"Психиатрическое отделение для лечения неврозов"|"false"|"false"|"false"
"534"|"10508"|"Поликлиника терапевтического корпуса"|"false"|"false"|"false"
"533"|"10508"|"Поликлиника (консультативная)"|"false"|"false"|"false"
"532"|"10508"|"Поликлиника"|"false"|"false"|"false"
"531"|"10508"|"Педиатрическое отделение поликлиники"|"false"|"false"|"false"
"530"|"10508"|"Патологоанатомическое отделение"|"false"|"false"|"false"
"529"|"10508"|"Отоларингологическое отделение"|"false"|"false"|"false"
"528"|"10508"|"Отделение экстренной, плановой консультативной медицинской помощи;"|"false"|"false"|"false"
"527"|"10508"|"Отделение экстренной консультативной медицинской помощи"|"false"|"false"|"false"
"526"|"10508"|"Отделение челюстно-лицевой хирургии"|"false"|"false"|"false"
"525"|"10508"|"Отделение физиотерапии"|"false"|"false"|"false"
"524"|"10508"|"Отделение урологии и гинекологии"|"false"|"false"|"false"
"523"|"10508"|"Отделение узких специалистов"|"false"|"false"|"false"
"522"|"10508"|"Отделение торакальной и челюстно-лицевой хирургии"|"false"|"false"|"false"
"521"|"10508"|"Отделение серодиагностики СПИД индикаторных заболеваний"|"false"|"false"|"false"
"520"|"10508"|"Отделение серодиагностики ВИЧ инфекции (референс-лаборатория)"|"false"|"false"|"false"
"519"|"10508"|"Отделение рентген-ударноволнового дистанционного дробления камней в составе урологического отделения"|"false"|"false"|"false"
"518"|"10508"|"Отделение рентгенохирургических методов диагностики и лечения"|"false"|"false"|"false"
"517"|"10508"|"Отделение реабилитации"|"false"|"false"|"false"
"516"|"10508"|"Отделение радионуклидной диагностики"|"false"|"false"|"false"
"515"|"10508"|"Отделение ПЦР"|"false"|"false"|"false"
"514"|"10508"|"Отделение клинической иммунологии"|"false"|"false"|"false"
"513"|"10508"|"Отделение клинической диагностики"|"false"|"false"|"false"
"512"|"10508"|"Отделение дневного пребывания"|"false"|"false"|"false"
"511"|"1000"|"Отделение для новорожденных детей"|"true"|"true"|"false"
"510"|"10508"|"Отделение длительной кислородотерапии"|"false"|"false"|"false"
"509"|"10508"|"Отделение грудной хирургии"|"false"|"false"|"false"
"508"|"10508"|"Отделение гастроэнтерологии и гепатологии"|"false"|"false"|"false"
"507"|"10508"|"Отделение бактериологии"|"false"|"false"|"false"
"506"|"10508"|"Отдел эндоскопии"|"false"|"false"|"false"
"505"|"10508"|"Отдел экспертизы качества оказания медицинской помощи"|"false"|"false"|"false"
"504"|"10508"|"Отдел профилактики"|"false"|"false"|"false"
"503"|"10508"|"Отдел материально-технического снабжения"|"false"|"false"|"false"
"502"|"10508"|"Отдел маркетинга аптеки"|"false"|"false"|"false"
"501"|"10508"|"Отдел лечебной помощи"|"false"|"false"|"false"
"500"|"10508"|"Отдел клинической эпидемиологии"|"false"|"false"|"false"
"499"|"10508"|"Отдел долгосрочного хранения свежезамороженной плазмы (карантинизации)"|"false"|"false"|"false"
"498"|"10508"|"Оперативный отдел"|"false"|"false"|"false"
"497"|"10508"|"Оперативно-диспетчерский отдел"|"false"|"false"|"false"
"496"|"10508"|"Нейрофизиологическая лаборатория"|"false"|"false"|"false"
"495"|"10508"|"Медсанчасть"|"false"|"false"|"false"
"494"|"10508"|"Медпункт"|"false"|"false"|"false"
"493"|"10508"|"Медико-генетическая консультация"|"false"|"false"|"false"
"492"|"10508"|"Лечебно-профилактическое отделение"|"false"|"false"|"false"
"491"|"10508"|"Лаборатория экспресс-диагностики"|"false"|"false"|"false"
"490"|"10508"|"Лаборатория психофизиологического обеспечения ТЦМК"|"false"|"false"|"false"
"489"|"10508"|"Лаборатория профилактической кардиологии"|"false"|"false"|"false"
"488"|"10508"|"Лаборатория нарушения ритма"|"false"|"false"|"false"
"487"|"10508"|"Лаборатория клинической патоморфологии"|"false"|"false"|"false"
"486"|"10508"|"Лаборатория инфекционной безопасности"|"false"|"false"|"false"
"485"|"10508"|"Лаборатория диагностики ВИЧ и СПИД индикаторных заболеваний"|"false"|"false"|"false"
"484"|"2000"|"Консультативно-диагностическое отделение"|"true"|"false"|"false"
"483"|"10508"|"Колопроктологическое отделение"|"false"|"false"|"false"
"482"|"10508"|"Клинико-диагностическая лаборатория (терапевтический корпус)"|"false"|"false"|"false"
"481"|"10508"|"Клинико-биохимическая лаборатория"|"false"|"false"|"false"
"480"|"10508"|"Кабинет трансфузионной терапии операционного блока"|"false"|"false"|"false"
"479"|"10508"|"Кабинет организации и контроля за диспансеризацией населения и ведения картотеки лиц, состоящих на диспансерном учете"|"false"|"false"|"false"
"478"|"2000"|"Кабинет лечебной физкультуры"|"true"|"false"|"false"
"477"|"2000"|"Кабинет иммунопрофилактики"|"true"|"false"|"false"
"476"|"10508"|"Кабинет дезинтоксикации"|"false"|"false"|"false"
"475"|"10508"|"Инфекционный кабинет"|"false"|"false"|"false"
"474"|"10508"|"Иммуногематологическая лаборатория"|"false"|"false"|"false"
"473"|"10508"|"Зубной кабинет"|"false"|"false"|"false"
"472"|"10508"|"Донорский отдел"|"false"|"false"|"false"
"471"|"10508"|"Детское поликлиническое отделение"|"false"|"false"|"false"
"470"|"10508"|"Детская консультация"|"false"|"false"|"false"
"469"|"10508"|"Группа анестезиологии и реаниматологии"|"false"|"false"|"false"
"468"|"10508"|"Гнойное отоларингологическое отделение"|"false"|"false"|"false"
"467"|"10508"|"Глазное отделение"|"false"|"false"|"false"
"466"|"10508"|"Водолечебница"|"false"|"false"|"false"
"465"|"10508"|"Венерологическое отделение"|"false"|"false"|"false"
"464"|"10508"|"Бюро судмедэкспертизы"|"false"|"false"|"false"
"463"|"10508"|"Блок эфферентных методов лечения"|"false"|"false"|"false"
"462"|"10508"|"Эпидемиолога кабинет врача"|"false"|"false"|"false"
"461"|"10508"|"Экспедиция"|"false"|"false"|"false"
"460"|"10508"|"Хирургическая служба"|"false"|"false"|"false"
"459"|"10508"|"Участковая больница"|"false"|"false"|"false"
"458"|"10508"|"Травматологический пункт"|"false"|"false"|"false"
"457"|"10508"|"Терапевтическая служба"|"false"|"false"|"false"
"456"|"10508"|"Стационарное отделение"|"false"|"false"|"false"
"455"|"1000"|"Смотровой кабинет"|"true"|"true"|"false"
"454"|"10508"|"Сельская участковая больница"|"false"|"false"|"false"
"453"|"10508"|"Сельская врачебная амбулатория"|"false"|"false"|"false"
"452"|"10508"|"Родовое отделение"|"false"|"false"|"false"
"451"|"10508"|"Рентгенологическое отделение"|"false"|"false"|"false"
"450"|"10508"|"Пункт выдачи медикаментов"|"false"|"false"|"false"
"449"|"10508"|"Пишеблок"|"false"|"false"|"false"
"448"|"10508"|"Оедиатрическое отделение"|"false"|"false"|"false"
"447"|"10508"|"Офис врача общей практики (семейного врача)"|"false"|"false"|"false"
"446"|"10508"|"Отделение экстракорпорального оплодотворения"|"false"|"false"|"false"
"445"|"10508"|"Отделение функциональной и УЗИ диагностики"|"false"|"false"|"false"
"444"|"10508"|"Отделение спецдиспансеризации"|"false"|"false"|"false"
"443"|"10508"|"Отделение реанимации и интенсивной терапии"|"false"|"false"|"false"
